"trade_date","entry_time","entry_et","side","entry_price","target_price","stop_price","execution_type","effective_fill_time","total_event_size","event_count_delta","slippage_ticks_rt","outcome","exit_time","net_pnl_usd","or_high","or_low","or_location","time_zone","running_daily_pnl","consecutive_losses","v6_2_running_pnl","v6_2_running_peak","v6_2_drawdown_from_peak"
"2025-10-21","2025-10-21 13:59:45.600","2025-10-21 09:59:45.600","SHORT",25230.75,25220.75,25235.75,"LIMIT","2025-10-21 13:59:45.600",206,10,6,"STOP","2025-10-21 14:00:06.500",-130.7,25303.5,25238.75,"BELOW_OR","POST_OPEN",-67.09999999999998,2,-3767.299999999986,676.1000000000001,-4443.399999999986
"2025-10-21","2025-10-21 14:47:44.800","2025-10-21 10:47:44.800","SHORT",25246,25236,25251,"LIMIT","2025-10-21 14:47:44.800",83,-12,3,"STOP","2025-10-21 14:47:56.000",-115.7,25303.5,25238.75,"INSIDE_OR","NORMAL",-182.79999999999998,3,-3882.999999999986,676.1000000000001,-4559.099999999986
"2025-10-21","2025-10-21 14:49:49.800","2025-10-21 10:49:49.800","LONG",25258.5,25268.5,25253.5,"LIMIT","2025-10-21 14:49:49.800",127,12,4,"TARGET","2025-10-21 14:52:20.600",179.3,25303.5,25238.75,"INSIDE_OR","NORMAL",-3.4999999999999716,3,-3703.6999999999857,676.1000000000001,-4379.799999999986
"2025-10-21","2025-10-21 14:52:20.600","2025-10-21 10:52:20.600","LONG",25510,25520,25505,"LIMIT","2025-10-21 14:52:20.600",87,6,3,"STOP","2025-10-21 14:52:20.800",-115.7,25303.5,25238.75,"ABOVE_OR","NORMAL",-119.19999999999997,4,-3819.3999999999855,676.1000000000001,-4495.499999999985
"2025-10-21","2025-10-21 14:52:44.700","2025-10-21 10:52:44.700","LONG",25266.25,25276.25,25261.25,"LIMIT","2025-10-21 14:52:44.700",106,2,4,"TARGET","2025-10-21 14:53:25.900",179.3,25303.5,25238.75,"INSIDE_OR","NORMAL",60.10000000000004,4,-3640.0999999999854,676.1000000000001,-4316.199999999985
"2025-10-21","2025-10-21 14:54:23.100","2025-10-21 10:54:23.100","LONG",25277.5,25287.5,25272.5,"LIMIT","2025-10-21 14:54:23.100",101,1,4,"TARGET","2025-10-21 14:55:34.500",179.3,25303.5,25238.75,"INSIDE_OR","NORMAL",239.40000000000003,4,-3460.799999999985,676.1000000000001,-4136.899999999985
"2025-10-21","2025-10-21 14:55:50.900","2025-10-21 10:55:50.900","LONG",25291.25,25301.25,25286.25,"LIMIT","2025-10-21 14:55:50.900",99,22,3,"STOP","2025-10-21 14:56:21.700",-115.7,25303.5,25238.75,"INSIDE_OR","NORMAL",123.70000000000003,5,-3576.499999999985,676.1000000000001,-4252.599999999985
"2025-10-21","2025-10-21 14:59:11.700","2025-10-21 10:59:11.700","SHORT",25296,25286,25301,"LIMIT","2025-10-21 14:59:11.700",244,-12,6,"STOP","2025-10-21 15:00:14.000",-130.7,25303.5,25238.75,"INSIDE_OR","NORMAL",-6.999999999999957,6,-3707.199999999985,676.1000000000001,-4383.299999999985
"2025-10-21","2025-10-21 17:56:12.400","2025-10-21 13:56:12.400","SHORT",25312.25,25302.25,25317.25,"LIMIT","2025-10-21 17:56:12.400",62,-2,3,"STOP","2025-10-21 17:58:16.600",-115.7,25303.5,25238.75,"ABOVE_OR","NORMAL",-122.69999999999996,7,-3822.8999999999846,676.1000000000001,-4498.9999999999845
"2025-10-21","2025-10-21 18:51:20.800","2025-10-21 14:51:20.800","LONG",25315.25,25325.25,25310.25,"LIMIT","2025-10-21 18:51:20.800",125,2,4,"TARGET","2025-10-21 18:51:34.600",179.3,25303.5,25238.75,"ABOVE_OR","NORMAL",56.60000000000005,7,-3643.5999999999844,676.1000000000001,-4319.699999999984
"2025-10-22","2025-10-22 13:45:55.300","2025-10-22 09:45:55.300","SHORT",25259.5,25249.5,25264.5,"LIMIT","2025-10-22 13:45:55.300",87,-34,3,"TARGET","2025-10-22 13:46:34.400",184.3,25261,25176,"INSIDE_OR","POST_OPEN",184.3,0,-3459.2999999999843,676.1000000000001,-4135.399999999984
"2025-10-22","2025-10-22 13:53:38.700","2025-10-22 09:53:38.700","SHORT",25275.25,25265.25,25280.25,"LIMIT","2025-10-22 13:53:38.700",123,0,4,"STOP","2025-10-22 13:54:19.500",-120.7,25261,25176,"ABOVE_OR","POST_OPEN",63.60000000000001,1,-3579.999999999984,676.1000000000001,-4256.099999999984
"2025-10-22","2025-10-22 17:46:10.400","2025-10-22 13:46:10.400","SHORT",24838,24828,24843,"LIMIT","2025-10-22 17:46:10.400",83,-25,3,"STOP","2025-10-22 17:46:19.800",-115.7,25261,25176,"BELOW_OR","NORMAL",-52.099999999999994,2,-3695.699999999984,676.1000000000001,-4371.799999999984
"2025-10-22","2025-10-22 18:57:56.400","2025-10-22 14:57:56.400","LONG",24946.25,24956.25,24941.25,"LIMIT","2025-10-22 18:57:56.400",89,3,3,"TARGET","2025-10-22 18:59:37.200",184.3,25261,25176,"BELOW_OR","NORMAL",132.20000000000002,2,-3511.3999999999837,676.1000000000001,-4187.499999999984
